The Employees,Olga Ravn,Science Fiction,[['9']],None,['None'],['0'],Unnamed Crew Members,['Crew Member'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The End and the Death,Dan Abnett,Science Fiction,"[['1112'], ['1112']]",None,['None'],['0'],The Emperor,['Ruler'],Horus Lupercal,['Warmaster'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The End and the Death: Volume II,Dan Abnett,Science Fiction,"[['0312'], [0]]",None,['None'],['None'],Loken,['Space Marine'],Oll,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ferryman,Justin Cronin,Science Fiction,[['3152']],None,['None'],['0'],Proctor Bennett,['Ferryman'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Mercy of Gods,James S.A. Corey,Science Fiction,"[['9'], ['9'], ['0']]",Else Yannin,['Second Lead'],['9'],Dafyd Alkhor,['Scientists' Assistant'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ministry for the Future,Kim Stanley Robinson,Science Fiction,"[['1112'], ['3412']]",Arthur 'Art' Nolan,['Airship Captain'],['3153'],Mary Murphy,['Head of the Ministry for the Future'],Frank May,['Development Worker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Mountain in the Sea,Ray Nayler,Science Fiction,"[['2131'], ['0'], ['3512'], ['6221']]",None,['None'],['None'],Dr. Ha Nguyen,['Cephalopod Specialist'],Evrim,['Android'],Rustem,['Hacker'],Eiko,['Fisherman'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Terraformers,Annalee Newitz,Science Fiction,[['2164']],None,['None'],['0'],Destry,['Terraformer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Three-Body Problem,Cixin Liu,Science Fiction,"[['2149'], ['2111']]",None,['None'],['0'],Wang Miao,['Nanotech Engineer'],Ye Wenjie,['Astrophysicist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Is How You Lose the Time War,Amal El-Mohtar and Max Gladstone,Science Fiction,"[['9'], ['9']]",None,['None'],['0'],Red,['Agent'],Blue,['Agent'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Translation State,Ann Leckie,Science Fiction,"[['2422'], ['7231', '2422'], ['2643']]",Reet Hluid,"['Mechanic', 'Foreign Relations Liaison']","['7231', '2422']",Enae Athtur,['Diplomat'],Reet Hluid,"['Mechanic', 'Foreign Relations Liaison']",Qven,['Presger Translator'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Star Bringer,Tracy Wolff,Science Fiction,"[[0], [0], [0], [9], [0], [9], [9], [9], [9], [0]]",Max,['None'],['0'],Kali,['Unknown'],Ian,['Unknown'],Rain,['Unknown'],Unknown Princess,['Princess'],Unknown Prisoner,['Prisoner'],Unknown Con Artist,['Con Artist'],Unknown Warrior,['Warrior'],Unknown Priestess,['Priestess'],Unknown Mercenary,['Mercenary'],Unknown Asshole in Charge,['Unknown'],,,,,,,,,,,,,,,,
Absolution,Jeff VanderMeer,Science Fiction,[['9']],None,['None'],,James Lowry,['Undercover Operative'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burn,Peter Heller,Speculative Fiction,"[[0], [0]]",None,['None'],,Jess,['Unknown'],Storey,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoey Is Too Drunk for This Dystopia,Jason Pargin,Speculative Fiction,[['9']],None,['None'],['0'],Zoey Ashe,['Event Organizer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camp Zero,Michelle Min Sterling,Speculative Fiction,"[['5169', '9']]",Damien,['Unknown'],['0'],Rose,"['Hostess', 'Spy']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain-Gang All-Stars,Nana Kwame Adjei-Brenyah,Speculative Fiction,"[['9'], ['9'], ['9'], ['9']]",Hamara Stacker,['CAPE Competitor'],['9'],Loretta Thurwar,['CAPE Competitor'],Hamara Stacker,['CAPE Competitor'],Hendrix Young,['CAPE Competitor'],Simon J. Craft,['CAPE Competitor'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Cheerfully Refuse,Leif Enger,Speculative Fiction,[['2652']],Lark,['Bookseller'],['5223'],Rainy,['Bass Guitarist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julia,Sandra Newman,Speculative Fiction,[['7233']],Winston Smith,['Records Department Worker'],['4110'],Julia Worthing,['Mechanic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Land of Milk and Honey,C Pam Zhang,Speculative Fiction,[['3434']],Aida,['Biologist'],['2131'],Unnamed Narrator,['Chef'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Missing Hearts,Celeste Ng,Speculative Fiction,[['1']],None,['None'],,Bird Gardner,['Child'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parable of the Sower,Octavia E. Butler,Speculative Fiction,[[0]],Bankole,['Landowner'],[9],Lauren Oya Olamina,['Religious leader'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prophet Song,Paul Lynch,Speculative Fiction,[['2131']],Larry Stack,['Union Representative'],['9'],Eilish Stack,['Biologist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Side Story,Jasper Fforde,Speculative Fiction,"[['0'], ['0']]",Jane Grey,['Unknown'],['0'],Eddie Russett,['Unknown'],Jane Grey,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea of Tranquility,Emily St. John Mandel,Speculative Fiction,"[['3355', '9', '2652'], ['0'], ['0'], ['2641']]",Talia,['Security Guard'],['5414'],Gaspery-Jacques Roberts,"['Detective', 'Time Traveler', 'Violinist']",Edwin St. John St. Andrew,['Unknown'],Mirella Kessler,['Unknown'],Olive Llewellyn,['Novelist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ballad of Songbirds and Snakes,Suzanne Collins,Speculative Fiction,"[['2359', '5412']]",Lucy Gray Baird,['Performer'],['2654'],Coriolanus Snow,"['Mentor', 'Peacekeeper']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Deluge,Stephen Markley,Speculative Fiction,[['2113']],None,['None'],['0'],Tony Pietrus,['Scientist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Future,Naomi Alderman,Speculative Fiction,"[['3341', '1120'], ['3422']]",Martha Einkorn,"['Assistant', 'CEO']","['3341', '1120']",Martha Einkorn,"['Executive Assistant', 'CEO']",Lai Zhen,"['Archaeologist', 'Influencer', 'Survivalist']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Handmaid's Tale,Margaret Atwood,Speculative Fiction,[['0']],Nick,['Driver'],['8322'],Offred,['Handmaid'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hunger Games,Suzanne Collins,Speculative Fiction,[['6221']],Peeta Mellark,['Baker'],['7512'],Katniss Everdeen,['Hunter'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Measure,Nikki Erlick,Speculative Fiction,"[[0], [0], [2330], [2161], [0], [0]]",Ben,['Architect'],['2161'],Nina,['Unknown'],Maura,['Unknown'],Amie,['Teacher'],Ben,['Architect'],Jack,['Military Officer'],Javier,['Military Officer'],,,,,,,,,,,,,,,,,,,,,,,,
The School for Good Mothers,Jessamine Chan,Speculative Fiction,[['4110']],Will,['Unknown'],['0'],Frida Liu,['Office Worker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When Women Were Dragons,Kelly Barnhill,Speculative Fiction,"[['2410', '2310']]",Sonja Blomgren,['Unknown'],['0'],Alex Green,"['Student', 'Academic']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wool,Hugh Howey,Speculative Fiction,"[['3355'], ['7233', '3355']]",Lukas,['IT Worker'],['3512'],Holston,['Sheriff'],Juliette,"['Mechanic', 'Sheriff']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm Starting to Worry About This Black Box of Doom,Jason Pargin,Speculative Fiction,"[['8322'], [0]]",Amy Sullivan,['None'],['None'],Unnamed Driver,['Driver'],Young Woman,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The 9th Man,Steve Berry,Thriller,[['3359']],Jillian Stein,['Unknown'],['0'],Luke Daniels,['Agent'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An Evil Heart,Linda Castillo,Thriller,[['1349']],Tomasetti,['Law Enforcement Officer'],['3355'],Kate Burkholder,['Chief of Police'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dead Mountain,"Douglas Preston, Lincoln Child",Thriller,"[['2632'], ['3355']]",None,['None'],,Nora Kelly,['Archaeologist'],Corrie Swanson,['FBI Agent'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Livid,Patricia Cornwell,Thriller,[['2212']],Benton Wesley,['FBI Profiler'],['3355'],Kay Scarpetta,['Chief Medical Examiner'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle of the Night,Riley Sager,Thriller,[[0]],None,['None'],,Ethan Marsh,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder Road,Simone St. James,Thriller,"[[0], [0]]",Eddie Carter,['Unknown'],[0],April Carter,['Unknown'],Eddie Carter,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirit Crossing,William Kent Krueger,Thriller,[['3355']],Jo O'Connor,['None'],['0'],Cork O'Connor,['Private Investigator'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storm Watch,C. J. Box,Thriller,"[['3359'], ['6121', '2519']]",Marybeth Pickett,['None'],['None'],Joe Pickett,['Game Warden'],Nate Romanowski,"['Falconer', 'Crypto Miner']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ghost Orchid,Jonathan Kellerman,Thriller,"[['2634'], ['3355']]",Robin Castagna,['None'],['0'],Alex Delaware,['Psychologist'],Milo Sturgis,['Detective'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Housemaid,Freida McFadden,Thriller,"[['5151'], [0]]",Andrew Winchester,['CEO'],['1120'],Millie Calloway,['Housekeeper'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The It Girl,Ruth Ware,Thriller,"[['2411', '5223']]",Will de Chastaigne,['College student'],['0'],Hannah Jones,"['College student', 'Bookshop Employee']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Last Thing He Told Me,Laura Dave,Thriller,[['7522']],Owen Michaels,['Chief Coder'],['2512'],Hannah Hall,['Woodturner'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Only Survivors,Megan Miranda,Thriller,[[0]],None,['None'],['0'],Cassidy Bent,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Waiting,Michael Connelly,Thriller,"[['3355'], ['3355']]",Julia Brasher,['None'],['0'],RenÃƒÂ©e Ballard,['LAPD Detective'],Maddie Bosch,['Patrol Officer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Is Why We Lied,Karin Slaughter,Thriller,"[['3355'], ['2212']]",Sara Linton,['Medical Examiner'],['2212'],Will Trent,['Special Agent'],Sara Linton,['Medical Examiner'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triple Cross,James Patterson,Thriller,"[['3355'], ['2641']]",Bree Stone,['None'],['0'],Alex Cross,['Detective'],Thomas Tull,['True-crime author'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Identity,Nora Roberts,Thriller,[['5132']],Miles Jameson,['Family business'],['9'],Morgan Albright,['Bartender'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Never Never,Colleen Hoover,Thriller,"[[0], [0]]",Silas Nash,['Teenager'],[0],Charlie Wynwood,['Teenager'],Silas Nash,['Teenager'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triangle,Danielle Steel,Thriller,[['1420']],Olivier Saint Alban,['Publisher'],['2431'],Amanda Delanoe,['Art Gallery Owner'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Five Years After,William R. Forstchen,Thriller,[['0110']],Makala Turner,['None'],['0'],John Matherson,"['Military Officer', 'Negotiator']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Months to Live,James Patterson,Thriller,[['2611']],John Doe,['Unknown'],['0'],Jane Smith,['Criminal Defence Attorney'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Death in Cornwall,Daniel Silva,Thriller,"[['2651', '9']]",Chiara Allon,['Unknown'],['0'],Gabriel Allon,"['Art Restorer', 'Spy']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Flicker in the Dark,Stacy Willingham,Thriller,[['2634']],Daniel Briggs,['Unknown'],['0'],Chloe Davis,['Medical Psychologist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
After Death,Dean Koontz,Thriller,[['1349']],Nina Dozier,['Unknown'],['0'],Michael Mace,['Head of Security'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
After That Night,Karin Slaughter,Thriller,"[['3355'], ['2212']]",Will Trent,['GBI Special Agent'],['3355'],Will Trent,['GBI Special Agent'],Sara Linton,['Medical Examiner'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Age of Vice,Deepti Kapoor,Thriller,"[['5151', '5414', '8322'], ['9'], ['2642']]",Neda,['Journalist'],['2642'],Ajay,"['Servant', 'Bodyguard', 'Chauffeur']",Sunny,['Heir'],Neda,['Journalist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Cross Must Die,James Patterson,Thriller,[['3355']],Bree Stone,['Unknown'],['0'],Alex Cross,['Detective'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Good People Here,Ashley Flowers,Thriller,[['2642']],Luke,['Unknown'],['0'],Margot Davies,['Journalist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All the Colors of the Dark,Chris Whitaker,Thriller,"[['9112', '2651', '12'], ['3355']]",Misty Meyer,['Unknown'],['0'],Patch Macauley,"['Custodian', 'Artist', 'Bank Robber']",Saint,"['Police Officer', 'FBI Agent', 'Police Chief']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All the Dangerous Things,Stacy Willingham,Thriller,[['2642']],Ben,['Editor'],['2641'],Isabelle Drake,['Journalist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All the Demons Are Here,Jake Tapper,Thriller,"[['0210', '9329'], ['2642']]",None,['None'],['0'],Ike Marder,"['US Marine', 'Pit Crew Member']",Lucy Marder,['Reporter'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All the Sinners Bleed,S. A. Cosby,Thriller,"[['3355', '2310']]",Darlene,['Unknown'],['0'],Titus Crown,"['FBI Agent', 'Sheriff', 'College Professor']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angel of Vengeance,"Douglas Preston, Lincoln Child",Thriller,"[['3355'], [0]]",None,['None'],,FBI Special Agent Pendergast,['FBI Special Agent'],Constance Greene,['Teenager'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argylle,Elly Conway,Thriller,"[['2422'], ['3355']]",None,['None'],,Frances Coffey,['CIA Spymaster'],Argylle,['Agent'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkangel,James Rollins,Thriller,[['0110']],Jane Sabatello,['None'],['0'],Gray Pierce,['Commander'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Becoming the Boogeyman,Richard Chizmar,Thriller,[['2641']],Kara Chizmar,['None'],['0'],Richard Chizmar,['Author'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birnam Wood,Eleanor Catton,Thriller,"[['1210'], ['0'], ['2642']]",Robert Lemoine,['Venture Capitalist'],['3311'],Mira Bunting,['Founder of Birnam Wood'],Shelley Noakes,['Member of Birnam Wood'],Tony Gallo,['Journalist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing of the Lost Girls,J.A. Jance,Thriller,"[['3355'], ['3355'], ['7']]",None,['None'],,Dan Pardee,['Federal Investigator'],Joanna Brady,['Sheriff'],Jennifer Brady,['Criminal Justice Major'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blood Lines,Nelson DeMille,Thriller,"[['3355'], ['3355']]",Kate Mayfield,['None'],['0'],Scott Brodie,['Army CID Special Agent'],Maggie Taylor,['Army CID Special Agent'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bright Young Women,Jessica Knoll,Thriller,"[['7', '2611'], ['0']]",Ruth,['Unknown'],['0'],Pamela Schumacher,"['Prelaw Student', 'Lawyer']",Tina Cannon,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burner,Mark Greaney,Thriller,"[['0310'], ['9']]",Zoya Zakharova,['Spy'],['9'],Court Gentry,['Assassin'],Zoya Zakharova,['Spy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Call Me Hunter,Jim Shockey,Thriller,"[[0], [14]]",None,['None'],,Hunter,['Unknown'],Zhivago,['Psychopathic killer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camino Ghosts,John Grisham,Thriller,"[['2641', '2310'], [0], ['2611']]",Thomas,['Unknown'],[0],Mercer Mann,"['Author', 'Creative Writing Professor']",Lovely Jackson,['Unknown'],Steven Mahon,['Lawyer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capture or Kill,"Don Bentley, Vince Flynn",Thriller,[['3355']],Claudia Gould,['None'],,Mitch Rapp,['CIA Operative'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Park West,James Comey,Thriller,[[2611]],None,['None'],,Nora Carleton,['Federal prosecutor'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City in Ruins,Don Winslow,Thriller,"[['9333', '16', '1120', '1431']]",Emily Clark,['Unknown'],['0'],Danny Ryan,"['Dock Worker', 'Irish Mob Soldier', 'Businessman', 'Casino Mogul', 'Billionaire Silent Partner']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City of Dreams,Don Winslow,Thriller,[['15']],Unnamed Movie Star,['Actor'],['2655'],Danny Ryan,"['Criminal', 'Fugitive']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clive Cussler Condor's Fury,Graham Brown,Thriller,"[['3355'], ['3355']]",None,['None'],,Kurt Austin,['Head of Special Assignments Team'],Joe Zavala,['Special Assignments Team Member'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clive Cussler Desolation Code,Graham Brown,Thriller,"[['1112'], ['2144']]",None,['None'],,Kurt Austin,['NUMA Special Projects Director'],Joe Zavala,['NUMA Engineer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clive Cussler Fire Strike,Mike Maden,Thriller,[['3152']],None,['None'],,Juan Cabrillo,['Ship Captain'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clive Cussler Ghost Soldier,Mike Maden,Thriller,[['3152']],None,['None'],,Juan Cabrillo,['Ship Captain'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clive Cussler The Corsican Shadow,Dirk Cussler,Thriller,"[['1223'], ['0'], ['0']]",Loren Smith,['None'],['None'],Dirk Pitt,['Director of National Underwater and Marine Agency'],Summer Pitt,['Unknown'],Dirk Pitt Jr.,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clive Cussler the Heist,Jack Du Brul,Thriller,[['3355']],Marion Morgan,['None'],['0'],Isaac Bell,['Detective'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collateral Damage,J. A. Jance,Thriller,"[['2642', '3355']]",B. Simpson,['CEO of High Noon Enterprises'],['1120'],Ali Reynolds,"['Former News Anchor', 'Private Investigator']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Countdown,James Patterson,Thriller,[['3355']],Tom Cornwall,['None'],['0'],Amy Cornwall,['CIA Officer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creation Lake,Rachel Kushner,Thriller,"[['3355', '5414']]",Lucien,['Unknown'],['0'],Sadie Smith,"['FBI Agent', 'Private Security Contractor']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross Down,James Patterson,Thriller,"[['3355'], ['2634']]",Elizabeth Deacon,['CIA Operative'],['3355'],John Sampson,['Detective'],Alex Cross,['Criminal Psychoanalyst'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crosshairs,James Patterson,Thriller,"[['3355'], ['3355']]",Mary Catherine Bennett,['Unknown'],['0'],Michael Bennett,['Detective'],Rob Trilling,['Detective'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark Angel,John Sandford,Thriller,[['3355']],None,['None'],,Letty Davenport,['Undercover Agent'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Girls,Sally Hepworth,Thriller,"[['5152'], [0], ['2635']]",Ishir,['Bartender'],['5132'],Jessica,['Home Organization Expert'],Norah,['Unknown'],Alicia,['Social Worker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daughter of Mine,Megan Miranda,Thriller,[['3334']],None,['None'],,Hazel Sharp,['Professional House Flipper'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dead Fall,Brad Thor,Thriller,[['9']],Lara Cordero,['None'],['9'],Scot Harvath,['Spy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dead Man's Hand,Brad Taylor,Thriller,[['0210']],Jennifer Cahill,['None'],['0'],Pike Logan,['Special Forces Officer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dead Man's Wake,Paul Doiron,Thriller,[['3355']],Stacey Stevens,['Biologist'],['2131'],Mike Bowditch,['Maine Game Warden Investigator'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Point,Dan Brown,Thriller,"[['2421'], ['2114'], ['2111']]",Michael Tolland,['Oceanographer'],['2114'],Rachel Sexton,['National Reconnaissance Office staffer'],Michael Tolland,['Oceanographer'],Corky Marlinson,['Astrophysicist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desert Star,Michael Connelly,Thriller,"[['3355'], ['3355']]",None,['None'],,RenÃƒÂ©e Ballard,['Detective'],Harry Bosch,['Homicide Detective'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drowning,T.J. Newman,Thriller,"[['2142'], ['6222']]",Chris Kent,['Professional Diver'],['6222'],Will Kent,['Engineer'],Chris Kent,['Professional Diver'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Encore in Death,J. D. Robb,Thriller,[['3355']],Roarke,['Businessman'],['1120'],Eve Dallas,['NYPD Lieutenant'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End of Story,A.J. Finn,Thriller,[['2641']],Jonathan,['Unknown'],['0'],Nicky Hunter,"['Detective-fiction expert', 'Writer']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eruption,"Michael Crichton, James Patterson",Thriller,"[['2114'], ['3115']]",Rebecca Cruz,['Demolition Expert'],['3115'],John 'Mac' MacGregor,['Volcanologist'],Rebecca Cruz,['Demolition Expert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everyone Here Is Lying,Shari Lapena,Thriller,[[0]],Nora,['None'],['0'],William Wooler,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extinction,Douglas Preston,Thriller,"[['3355'], ['3355']]",Sally Broadbent,['None'],['0'],Frances Cash,['Agent in Charge CBI Major Crimes'],James Colcord,['Sheriff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire and Bones,Kathy Reichs,Thriller,"[['2632'], ['2642']]",Andrew Ryan,['None'],['0'],Temperance Brennan,['Forensic Anthropologist'],Ivy Doyle,['Telejournalist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Lie Wins,Ashley Elston,Thriller,[['13']],Ryan Sumner,['Businessman'],['3300'],Evie Porter,['Con Artist'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flashpoint,Catherine Coulter,Thriller,"[['3355'], ['3355']]",Dillon Savich,['FBI Agent'],['3355'],Dillon Savich,['FBI Agent'],Lacey Sherlock,['FBI Agent'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For You and Only You,Caroline Kepnes,Thriller,"[['5223', '2641']]",Wonder,['Writer'],['2641'],Joe Goldberg,"['Bookseller', 'Writer']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Girl, Forgotten",Karin Slaughter,Thriller,[['3355']],None,['None'],,Andrea Oliver,['US Marshal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Going Rogue,Janet Evanovich,Thriller,[['3355']],Joe Morelli,['Police Officer'],['5412'],Stephanie Plum,['Bounty Hunter'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Bad Girl,Alice Feeney,Thriller,"[[2], [9112], [0]]",None,['None'],,Edith,['Retired'],Patience,['Cleaner'],Clio,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard to Kill,James Patterson,Thriller,"[['5412', '2611']]",Bree Stone,['None'],['0'],Jane Smith,"['NYPD Beat Cop', 'Attorney']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Her Deadly Game,Robert Dugoni,Thriller,[['2611']],Miller Ambrose,['Prosecutor'],['2611'],Keera Duggan,"['Prosecutor', 'Defense Attorney']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidden Pictures,Jason Rekulak,Thriller,[['5311']],Adrian,['Landscaper'],['6113'],Mallory,['Nanny'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holly,Stephen King,Thriller,[['3355']],None,['None'],,Holly Gibney,['Private Investigator'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Is Where the Bodies Are,Jeneva Rose,Thriller,"[[0], [1330], [0]]",Lucas,['Unknown'],[0],Beth Thomas,['Unknown'],Michael Thomas,['Tech Executive'],Nicole Thomas,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Husband and Wife,K. L. Slater,Thriller,"[[0], [0]]",Toby,['None'],['0'],Nicola,"['Retired', 'Library Assistant']",Parker,['Director of sales'],Luna,['Influencer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Will Find You,Harlan Coben,Thriller,[['15']],Rachel Anderson,['Unknown'],['0'],David Burroughs,"['Father', 'Prisoner']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Identity Unknown,Patricia Cornwell,Thriller,[['2212']],Sal Giordano,['Astrophysicist'],['2111'],Kay Scarpetta,['Medical Examiner'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In Too Deep,"Lee Child, Andrew Child",Thriller,"[['0312', '9']]",None,['None'],,Jack Reacher,"['Military Policeman', 'Drifter']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It Had to Be You,Mary Higgins Clark,Thriller,[['2654']],Simon,['Lawyer'],['2611'],Laurie Moran,['Television Producer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
